Ten-Year Age Groups	Ten-Year Age Groups Code	Multiple Cause of death	Multiple Cause of death Code	Year	Year Code	Deaths	Population	Crude Rate
85+ years	85+	Lysergide [LSD]	T40.8	2002	2002	0	4368808	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2003	2003	0	4466176	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2004	2004	0	4545883	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2005	2005	0	4693299	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2006	2006	0	4865929	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2007	2007	0	5039545	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2008	2008	0	5195840	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2009	2009	0	5367301	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2010	2010	0	5493433	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2011	2011	0	5737173	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2012	2012	0	5887330	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2013	2013	0	6040789	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2014	2014	0	6162231	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2015	2015	0	6287161	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2016	2016	0	6380331	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2017	2017	0	6468682	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2018	2018	0	6544503	Unreliable
85+ years	85+	Lysergide [LSD]	T40.8	2019	2019	0	6604958	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	1999	1999	0	4154018	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2000	2000	0	4239587	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2001	2001	0	4312494	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2002	2002	0	4368808	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2003	2003	0	4466176	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2004	2004	0	4545883	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2005	2005	0	4693299	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2006	2006	0	4865929	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2007	2007	0	5039545	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2008	2008	0	5195840	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2009	2009	0	5367301	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2010	2010	0	5493433	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2011	2011	0	5737173	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2012	2012	0	5887330	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2013	2013	0	6040789	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2014	2014	0	6162231	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2015	2015	0	6287161	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2016	2016	0	6380331	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2017	2017	0	6468682	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2018	2018	0	6544503	Unreliable
85+ years	85+	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2019	2019	0	6604958	Unreliable
Not Stated	NS	Opium	T40.0	1999	1999	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2000	2000	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2001	2001	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2002	2002	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2003	2003	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2004	2004	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2005	2005	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2006	2006	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2007	2007	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2008	2008	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2009	2009	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2010	2010	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2011	2011	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2012	2012	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2013	2013	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2014	2014	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2015	2015	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2016	2016	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2017	2017	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2018	2018	0	Not Applicable	Not Applicable
Not Stated	NS	Opium	T40.0	2019	2019	0	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	1999	1999	2	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2000	2000	4	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2001	2001	1	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2002	2002	0	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2003	2003	0	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2004	2004	1	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2005	2005	0	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2006	2006	3	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2007	2007	1	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2008	2008	0	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2009	2009	0	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2010	2010	0	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2011	2011	1	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2012	2012	1	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2013	2013	2	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2014	2014	0	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2015	2015	0	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2016	2016	1	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2017	2017	5	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2018	2018	4	Not Applicable	Not Applicable
Not Stated	NS	Heroin	T40.1	2019	2019	1	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	1999	1999	4	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2000	2000	2	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2001	2001	3	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2002	2002	2	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2003	2003	1	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2004	2004	1	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2005	2005	1	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2006	2006	2	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2007	2007	1	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2008	2008	1	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2009	2009	1	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2010	2010	1	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2011	2011	2	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2012	2012	0	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2013	2013	2	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2014	2014	1	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2015	2015	1	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2016	2016	1	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2017	2017	5	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2018	2018	4	Not Applicable	Not Applicable
Not Stated	NS	Other opioids	T40.2	2019	2019	2	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	1999	1999	0	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2000	2000	0	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2001	2001	2	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2002	2002	1	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2003	2003	1	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2004	2004	2	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2005	2005	0	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2006	2006	0	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2007	2007	0	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2008	2008	1	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2009	2009	0	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2010	2010	0	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2011	2011	1	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2012	2012	0	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2013	2013	0	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2014	2014	0	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2015	2015	1	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2016	2016	0	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2017	2017	0	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2018	2018	0	Not Applicable	Not Applicable
Not Stated	NS	Methadone	T40.3	2019	2019	0	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	1999	1999	0	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2000	2000	0	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2001	2001	1	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2002	2002	1	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2003	2003	0	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2004	2004	0	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2005	2005	0	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2006	2006	0	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2007	2007	0	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2008	2008	0	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2009	2009	1	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2010	2010	1	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2011	2011	0	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2012	2012	0	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2013	2013	0	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2014	2014	0	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2015	2015	1	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2016	2016	3	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2017	2017	6	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2018	2018	8	Not Applicable	Not Applicable
Not Stated	NS	Other synthetic narcotics	T40.4	2019	2019	5	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	1999	1999	8	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2000	2000	5	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2001	2001	6	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2002	2002	5	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2003	2003	7	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2004	2004	2	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2005	2005	2	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2006	2006	5	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2007	2007	1	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2008	2008	0	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2009	2009	1	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2010	2010	4	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2011	2011	1	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2012	2012	1	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2013	2013	2	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2014	2014	0	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2015	2015	0	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2016	2016	3	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2017	2017	7	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2018	2018	7	Not Applicable	Not Applicable
Not Stated	NS	Cocaine	T40.5	2019	2019	3	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	1999	1999	2	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2000	2000	5	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2001	2001	1	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2002	2002	4	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2003	2003	2	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2004	2004	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2005	2005	1	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2006	2006	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2007	2007	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2008	2008	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2009	2009	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2010	2010	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2011	2011	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2012	2012	1	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2013	2013	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2014	2014	1	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2015	2015	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2016	2016	1	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2017	2017	1	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2018	2018	1	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified narcotics	T40.6	2019	2019	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	1999	1999	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2000	2000	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2001	2001	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2002	2002	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2003	2003	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2004	2004	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2005	2005	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2006	2006	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2007	2007	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2008	2008	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2009	2009	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2010	2010	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2011	2011	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2012	2012	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2013	2013	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2014	2014	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2015	2015	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2016	2016	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2017	2017	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2018	2018	0	Not Applicable	Not Applicable
Not Stated	NS	Cannabis (derivatives)	T40.7	2019	2019	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	1999	1999	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2000	2000	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2001	2001	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2002	2002	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2003	2003	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2004	2004	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2005	2005	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2006	2006	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2007	2007	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2008	2008	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2009	2009	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2010	2010	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2011	2011	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2012	2012	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2013	2013	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2014	2014	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2015	2015	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2016	2016	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2017	2017	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2018	2018	0	Not Applicable	Not Applicable
Not Stated	NS	Lysergide [LSD]	T40.8	2019	2019	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	1999	1999	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2000	2000	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2001	2001	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2002	2002	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2003	2003	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2004	2004	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2005	2005	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2006	2006	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2007	2007	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2008	2008	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2009	2009	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2010	2010	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2011	2011	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2012	2012	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2013	2013	0	Not Applicable	Not Applicable
Not Stated	NS	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2014	2014	0	Not Applicable	Not Applicable
